geoid (zcta),state_abbr,lon,lat,count_prop,days_above_100_today,days_above_100_30yrs,change_days_above_100,change_perc_above_100
07401,nj,-74.13329,41.03318,2506,6,13,7,116.7
07403,nj,-74.33187,41.02125,2745,5,11,6,120
07405,nj,-74.38308,40.98646,6322,4,9,5,125
07407,nj,-74.12005,40.90494,5407,8,16,8,100
07410,nj,-74.1177,40.93583,15789,8,16,8,100
07416,nj,-74.59775,41.11592,2374,3,8,5,166.7
07417,nj,-74.20834,41.00859,4225,4,10,6,150
07418,nj,-74.48744,41.23865,953,4,9,5,125
07419,nj,-74.56815,41.15325,4856,3,8,5,166.7
07420,nj,-74.30122,41.03264,2053,4,11,7,175
07421,nj,-74.36329,41.1657,4016,3,7,4,133.3
07422,nj,-74.44899,41.18176,3724,2,5,3,150
07423,nj,-74.09718,41.00006,1632,7,15,8,114.3
07424,nj,-74.2059,40.88371,9858,7,14,7,100
07430,nj,-74.18566,41.08163,11755,5,11,6,120
07432,nj,-74.14103,40.99518,2482,7,14,7,100
07435,nj,-74.45002,41.036,1301,3,7,4,133.3
07436,nj,-74.24079,41.03136,5034,4,10,6,150
07438,nj,-74.51968,41.03025,4650,2,6,4,200
07439,nj,-74.59772,41.07614,1091,2,6,4,200
07440,nj,-74.29418,40.94669,1758,6,13,7,116.7
07442,nj,-74.28581,41.00252,3451,5,12,7,140
07444,nj,-74.30727,40.96785,3510,6,13,7,116.7
07446,nj,-74.14546,41.05945,5667,5,12,7,140
07450,nj,-74.11264,40.98216,8176,7,15,8,114.3
07452,nj,-74.12492,40.96006,4166,8,16,8,100
07456,nj,-74.27487,41.10653,4867,4,9,5,125
07457,nj,-74.31245,40.9921,1111,5,12,7,140
07458,nj,-74.09708,41.04587,4312,5,12,7,140
07460,nj,-74.49503,41.11217,1721,2,6,4,200
07461,nj,-74.60641,41.24102,9721,5,10,5,100
07462,nj,-74.48849,41.19901,4334,2,6,4,200
07463,nj,-74.12585,41.01332,3721,7,15,8,114.3
07465,nj,-74.29777,41.05103,1975,4,10,6,150
07470,nj,-74.24524,40.94803,18557,6,13,7,116.7
07480,nj,-74.37739,41.0875,7081,3,7,4,133.3
07481,nj,-74.16759,40.99896,5923,6,13,7,116.7
07495,nj,-74.16336,41.10447,1,5,11,6,120
07501,nj,-74.17121,40.91266,5320,8,15,7,87.5
07502,nj,-74.19415,40.91858,3060,7,14,7,100
07503,nj,-74.15338,40.89767,3579,8,16,8,100
07504,nj,-74.14129,40.91219,2227,8,16,8,100
07505,nj,-74.17164,40.91633,549,8,16,8,100
07506,nj,-74.15816,40.95797,6184,8,16,8,100
07508,nj,-74.18443,40.95444,6849,7,15,8,114.3
07512,nj,-74.2212,40.90391,3880,7,14,7,100
07513,nj,-74.14859,40.90573,1738,8,16,8,100
07514,nj,-74.14448,40.92615,2746,8,16,8,100
07522,nj,-74.1785,40.92504,3320,7,15,8,114.3
07524,nj,-74.15683,40.93221,2134,8,16,8,100
07601,nj,-74.04611,40.88899,12977,7,15,8,114.3
07603,nj,-74.02933,40.87505,2290,7,15,8,114.3
07604,nj,-74.07409,40.86182,3850,7,15,8,114.3
07605,nj,-73.98982,40.8638,2721,6,13,7,116.7
07606,nj,-74.04669,40.85743,841,7,15,8,114.3
07607,nj,-74.06328,40.9026,3044,8,16,8,100
07608,nj,-74.06121,40.85367,107,7,15,8,114.3
07620,nj,-73.91984,40.96168,805,7,15,8,114.3
07621,nj,-73.99856,40.92384,7517,7,14,7,100
07624,nj,-73.96056,40.9733,3354,7,14,7,100
07626,nj,-73.95954,40.9405,5269,6,14,8,133.3
07627,nj,-73.9568,40.95504,1973,7,14,7,100
07628,nj,-73.99232,40.94515,5309,7,15,8,114.3
07630,nj,-74.02389,40.97486,2607,8,16,8,100
07631,nj,-73.97357,40.89174,7900,6,14,8,133.3
07632,nj,-73.94675,40.88225,2191,6,14,8,133.3
07640,nj,-73.98026,40.98989,1738,7,15,8,114.3
07641,nj,-73.99756,40.9622,1335,7,15,8,114.3
07642,nj,-74.0439,41.00732,3672,7,15,8,114.3
07643,nj,-74.03878,40.84636,2649,6,14,8,133.3
07644,nj,-74.08136,40.87845,5234,7,15,8,114.3
07645,nj,-74.04985,41.05293,3100,6,13,7,116.7
07646,nj,-74.01956,40.93368,4476,7,15,8,114.3
07647,nj,-73.94254,41.00677,1882,7,15,8,114.3
07648,nj,-73.95098,40.99333,2281,7,15,8,114.3
07649,nj,-74.03146,40.95621,2841,8,16,8,100
07650,nj,-73.99678,40.84714,4894,6,13,7,116.7
07652,nj,-74.07118,40.94554,9003,8,15,7,87.5
07656,nj,-74.04231,41.03528,3223,6,13,7,116.7
07657,nj,-74.01471,40.83139,3118,6,13,7,116.7
07660,nj,-74.02014,40.85442,3454,7,14,7,100
07661,nj,-74.03873,40.9269,3526,7,15,8,114.3
07662,nj,-74.0794,40.9072,3113,8,16,8,100
07663,nj,-74.09554,40.90319,4569,8,16,8,100
07666,nj,-74.01066,40.88994,12247,7,14,7,100
07670,nj,-73.95372,40.91749,5023,6,14,8,133.3
07675,nj,-74.00419,41.0092,9465,7,15,8,114.3
07676,nj,-74.06354,40.98844,3595,7,15,8,114.3
07677,nj,-74.06023,41.02519,2132,6,14,8,133.3
07701,nj,-74.07746,40.36144,10040,2,6,4,200
07702,nj,-74.06001,40.32489,1541,2,5,3,150
07703,nj,-74.04239,40.31449,12,1,5,4,400
07704,nj,-74.03928,40.36177,2254,2,5,3,150
07711,nj,-74.00836,40.23924,878,2,6,4,200
07712,nj,-74.05429,40.24789,12627,2,6,4,200
07716,nj,-74.03102,40.4015,3498,2,6,4,200
07717,nj,-74.01506,40.19135,968,2,6,4,200
07718,nj,-74.0851,40.42058,2494,2,6,4,200
07719,nj,-74.07206,40.16884,9554,2,6,4,200
07720,nj,-74.0126,40.20174,2216,2,6,4,200
07721,nj,-74.23553,40.43575,1343,5,11,6,120
07722,nj,-74.16952,40.28487,3929,5,11,6,120
07723,nj,-74.00013,40.25029,1256,2,6,4,200
07724,nj,-74.07482,40.29842,8587,2,6,4,200
07726,nj,-74.34243,40.28251,16951,8,16,8,100
07727,nj,-74.16002,40.19829,3629,6,13,7,116.7
07728,nj,-74.28536,40.22546,20460,8,16,8,100
07730,nj,-74.17569,40.42481,5785,4,9,5,125
07731,nj,-74.20007,40.14975,18989,8,15,7,87.5
07732,nj,-73.99004,40.43045,2712,1,5,4,400
07733,nj,-74.17257,40.37667,6198,5,11,6,120
07734,nj,-74.13705,40.44448,4646,2,7,5,250
07735,nj,-74.19946,40.4412,7511,4,9,5,125
07737,nj,-74.06475,40.41007,1715,2,6,4,200
07738,nj,-74.12748,40.33773,2037,3,8,5,166.7
07739,nj,-74.03457,40.33569,2615,2,5,3,150
07740,nj,-73.99016,40.29568,9033,1,4,3,300
07746,nj,-74.24982,40.31809,6779,6,13,7,116.7
07747,nj,-74.25177,40.41322,11091,5,11,6,120
07748,nj,-74.11566,40.39436,9639,3,7,4,133.3
07750,nj,-73.98582,40.3363,1686,1,4,3,300
07751,nj,-74.25905,40.36262,6970,6,14,8,133.3
07753,nj,-74.07856,40.21494,14553,2,6,4,200
07755,nj,-74.02283,40.26367,2765,2,6,4,200
07756,nj,-74.0072,40.212,2191,2,6,4,200
07757,nj,-74.01608,40.31622,2223,1,4,3,300
07758,nj,-74.10371,40.43088,2109,2,6,4,200
07760,nj,-74.00423,40.36886,4375,1,5,4,400
07762,nj,-74.03456,40.15267,4494,2,6,4,200
07764,nj,-74.01852,40.28831,2683,1,4,3,300
07801,nj,-74.55417,40.91887,6305,3,7,4,133.3
07803,nj,-74.60045,40.87765,1528,2,6,4,200
07820,nj,-74.81139,40.92707,28,2,5,3,150
07821,nj,-74.74991,40.96468,5025,3,6,3,100
07822,nj,-74.70542,41.14014,485,5,10,5,100
07823,nj,-75.03653,40.82796,3641,4,9,5,125
07825,nj,-74.96001,40.97752,4801,4,9,5,125
07826,nj,-74.76868,41.19264,3977,4,8,4,100
07827,nj,-74.73939,41.29227,3466,2,6,4,200
07828,nj,-74.75144,40.885,4136,1,4,3,300
07830,nj,-74.80744,40.72102,2940,4,9,5,125
07832,nj,-75.05709,40.96058,2109,4,9,5,125
07833,nj,-75.06772,40.89182,97,5,11,6,120
07834,nj,-74.4865,40.88846,7592,4,10,6,150
07836,nj,-74.70328,40.84527,3939,2,6,4,200
07838,nj,-74.91439,40.88923,1833,3,7,4,133.3
07840,nj,-74.83573,40.85409,10634,2,5,3,150
07842,nj,-74.51015,40.94116,80,3,8,5,166.7
07843,nj,-74.65979,40.93957,6032,2,6,4,200
07846,nj,-74.87707,40.96594,46,4,9,5,125
07847,nj,-74.62578,40.88468,751,2,6,4,200
07848,nj,-74.68408,41.10341,2055,4,9,5,125
07849,nj,-74.60999,40.9662,4350,2,6,4,200
07850,nj,-74.66399,40.90606,2584,2,6,4,200
07851,nj,-74.84678,41.22985,437,4,8,4,100
07852,nj,-74.66268,40.88223,1433,3,7,4,133.3
07853,nj,-74.78548,40.78499,5139,2,6,4,200
07856,nj,-74.63347,40.91864,1979,3,7,4,133.3
07857,nj,-74.69985,40.89715,1034,2,5,3,150
07860,nj,-74.8134,41.06023,12389,4,8,4,100
07863,nj,-74.96041,40.8129,2153,4,8,4,100
07865,nj,-74.89873,40.78471,1914,3,7,4,133.3
07866,nj,-74.49018,40.95379,9022,4,9,5,125
07869,nj,-74.58098,40.84492,8147,3,7,4,133.3
07870,nj,-74.81965,40.80398,11,2,6,4,200
07871,nj,-74.62793,41.0471,9707,2,6,4,200
07874,nj,-74.73629,40.92157,4344,2,5,3,150
07876,nj,-74.65575,40.8533,3851,2,6,4,200
07878,nj,-74.47629,40.87171,489,4,10,6,150
07880,nj,-74.88957,40.87298,60,3,6,3,100
07881,nj,-74.91085,41.1251,337,3,6,3,100
07882,nj,-75.01118,40.75174,6480,5,10,5,100
07885,nj,-74.57841,40.93515,4014,3,7,4,133.3
07901,nj,-74.36586,40.7147,7359,9,18,9,100
07920,nj,-74.56297,40.6784,10417,8,16,8,100
07921,nj,-74.67753,40.65694,4450,7,15,8,114.3
07922,nj,-74.4282,40.67519,4533,9,18,9,100
07924,nj,-74.58964,40.72703,3024,6,13,7,116.7
07926,nj,-74.5703,40.80125,38,4,10,6,150
07927,nj,-74.45338,40.8213,1134,7,14,7,100
07928,nj,-74.41252,40.72619,6949,9,17,8,88.9
07930,nj,-74.68677,40.77993,3372,3,8,5,166.7
07931,nj,-74.65266,40.70947,1400,6,13,7,116.7
07932,nj,-74.39289,40.77709,3463,9,17,8,88.9
07933,nj,-74.46494,40.69198,1456,9,17,8,88.9
07934,nj,-74.67817,40.72065,621,7,15,8,114.3
07935,nj,-74.44406,40.73657,221,9,17,8,88.9
07936,nj,-74.36375,40.81922,4674,8,16,8,100
07939,nj,-74.55391,40.66738,5,9,17,8,88.9
07940,nj,-74.41794,40.75983,4746,9,17,8,88.9
07945,nj,-74.59796,40.78135,3649,4,9,5,125
07946,nj,-74.51112,40.67754,1183,9,17,8,88.9
07950,nj,-74.48236,40.84452,7049,6,13,7,116.7
07960,nj,-74.49957,40.78339,13928,7,14,7,100
07970,nj,-74.57293,40.80808,38,4,10,6,150
07974,nj,-74.40306,40.69732,4084,9,17,8,88.9
07976,nj,-74.48648,40.72288,397,8,17,9,112.5
07977,nj,-74.66372,40.70641,258,8,15,7,87.5
07979,nj,-74.72756,40.70261,222,7,15,8,114.3
07980,nj,-74.49386,40.67866,965,9,17,8,88.9
07981,nj,-74.41909,40.82209,3521,7,15,8,114.3
08001,nj,-75.34981,39.55074,399,11,22,11,100
08002,nj,-75.02539,39.93134,8549,15,26,11,73.3
08003,nj,-74.97225,39.88324,11693,14,25,11,78.6
08004,nj,-74.87001,39.76464,5586,15,26,11,73.3
08005,nj,-74.31526,39.76364,19501,7,14,7,100
08006,nj,-74.10666,39.75275,1335,2,5,3,150
08007,nj,-75.05375,39.86579,1960,14,25,11,78.6
08008,nj,-74.2186,39.62177,20061,2,6,4,200
08009,nj,-74.93264,39.76518,5917,14,25,11,78.6
08010,nj,-74.91424,40.05331,3879,15,26,11,73.3
08011,nj,-74.71293,39.97277,24,14,25,11,78.6
08012,nj,-75.05531,39.78425,14129,13,24,11,84.6
08014,nj,-75.35812,39.81778,345,15,26,11,73.3
08015,nj,-74.53756,39.93296,36216,13,22,9,69.2
08016,nj,-74.82989,40.06936,14828,14,25,11,78.6
08019,nj,-74.53087,39.77671,20367,13,24,11,84.6
08020,nj,-75.22408,39.79741,1099,13,24,11,84.6
08021,nj,-75.0006,39.80669,15772,13,24,11,84.6
08022,nj,-74.70867,40.06607,3356,13,23,10,76.9
08023,nj,-75.49757,39.6874,301,13,24,11,84.6
08026,nj,-74.96571,39.83321,1398,14,24,10,71.4
08027,nj,-75.28745,39.82997,2591,14,25,11,78.6
08028,nj,-75.12052,39.6944,10131,12,23,11,91.7
08029,nj,-75.06769,39.84069,2054,14,25,11,78.6
08030,nj,-75.11774,39.88977,5705,14,25,11,78.6
08031,nj,-75.09452,39.86665,3842,14,25,11,78.6
08033,nj,-75.03698,39.89319,6137,14,25,11,78.6
08034,nj,-74.9993,39.90605,7315,15,26,11,73.3
08035,nj,-75.06446,39.87909,3125,14,25,11,78.6
08036,nj,-74.8373,39.97627,3062,16,27,11,68.8
08037,nj,-74.77278,39.63801,13936,14,25,11,78.6
08038,nj,-75.49025,39.4716,162,10,20,10,100
08039,nj,-75.27216,39.68799,81,15,27,12,80
08041,nj,-74.68387,40.03789,448,13,23,10,76.9
08042,nj,-74.66229,40.01539,85,14,24,10,71.4
08043,nj,-74.95484,39.84503,9891,14,25,11,78.6
08045,nj,-75.02977,39.8672,1375,14,25,11,78.6
08046,nj,-74.88608,40.02773,11554,15,26,11,73.3
08048,nj,-74.80402,39.95732,4615,16,27,11,68.8
08049,nj,-75.03847,39.85441,2396,14,25,11,78.6
08050,nj,-74.24832,39.70639,14267,5,12,7,140
08051,nj,-75.17883,39.78539,4356,13,23,10,76.9
08052,nj,-74.99502,39.95198,5534,17,28,11,64.7
08053,nj,-74.89466,39.8605,18404,15,26,11,73.3
08054,nj,-74.90473,39.94836,18270,16,27,11,68.8
08055,nj,-74.82251,39.86376,14946,16,27,11,68.8
08056,nj,-75.25157,39.78291,1943,13,24,11,84.6
08057,nj,-74.94116,39.97938,8600,16,28,12,75
08059,nj,-75.09296,39.88442,2930,14,25,11,78.6
08060,nj,-74.78951,40.00857,10204,15,26,11,73.3
08061,nj,-75.20709,39.80458,1100,13,23,10,76.9
08062,nj,-75.22259,39.71519,5990,13,23,10,76.9
08063,nj,-75.18517,39.8676,2539,14,25,11,78.6
08064,nj,-74.63361,39.95753,107,13,24,11,84.6
08065,nj,-75.03581,40.00235,3437,15,26,11,73.3
08066,nj,-75.22495,39.83451,3365,13,24,11,84.6
08067,nj,-75.41264,39.73824,1253,15,27,12,80
08068,nj,-74.66295,39.95943,2973,14,24,10,71.4
08069,nj,-75.44949,39.69942,5296,14,26,12,85.7
08070,nj,-75.50901,39.62416,6357,11,22,11,100
08071,nj,-75.13389,39.73231,3700,12,22,10,83.3
08072,nj,-75.41663,39.54423,100,11,22,11,100
08073,nj,-74.86682,40.00955,97,16,27,11,68.8
08074,nj,-75.16403,39.71564,33,12,22,10,83.3
08075,nj,-74.94993,40.02932,10279,15,26,11,73.3
08077,nj,-74.99528,40.00189,6973,16,27,11,68.8
08078,nj,-75.07446,39.85208,3096,14,25,11,78.6
08079,nj,-75.43036,39.54198,6433,11,22,11,100
08080,nj,-75.11891,39.75583,14696,12,23,11,91.7
08081,nj,-74.97551,39.73666,18328,13,24,11,84.6
08083,nj,-75.02863,39.84126,3783,14,25,11,78.6
08084,nj,-75.01553,39.82898,2361,14,25,11,78.6
08085,nj,-75.33191,39.75937,8104,14,25,11,78.6
08086,nj,-75.19421,39.84568,3899,13,24,11,84.6
08087,nj,-74.37526,39.59259,15903,6,12,6,100
08088,nj,-74.69269,39.84923,19868,14,25,11,78.6
08089,nj,-74.82435,39.71827,2653,15,27,12,80
08090,nj,-75.15064,39.79753,3411,13,24,11,84.6
08091,nj,-74.92546,39.80534,2639,14,25,11,78.6
08092,nj,-74.28434,39.65483,2934,6,12,6,100
08093,nj,-75.13578,39.86413,3891,14,25,11,78.6
08094,nj,-74.96719,39.6535,16758,14,25,11,78.6
08095,nj,-74.8603,39.64845,152,15,27,12,80
08096,nj,-75.12678,39.82663,15797,13,24,11,84.6
08097,nj,-75.15087,39.81522,1581,13,24,11,84.6
08098,nj,-75.32937,39.63889,4200,15,27,12,80
08102,nj,-75.12044,39.95239,2892,15,27,12,80
08103,nj,-75.11364,39.93578,7356,15,26,11,73.3
08104,nj,-75.11243,39.91637,8685,15,26,11,73.3
08105,nj,-75.09125,39.95158,8887,15,26,11,73.3
08106,nj,-75.07401,39.89125,3378,14,25,11,78.6
08107,nj,-75.08339,39.90764,4603,14,25,11,78.6
08108,nj,-75.06176,39.91428,6902,15,26,11,73.3
08109,nj,-75.05057,39.95032,8091,15,27,12,80
08110,nj,-75.06073,39.97225,6857,15,26,11,73.3
08201,nj,-74.49506,39.42232,3931,4,10,6,150
08202,nj,-74.73546,39.09872,12883,2,7,5,250
08203,nj,-74.37658,39.41066,9144,2,5,3,150
08204,nj,-74.9214,38.97108,18186,3,8,5,166.7
08205,nj,-74.45745,39.47458,13688,6,13,7,116.7
08210,nj,-74.82588,39.11715,11925,3,9,6,200
08212,nj,-74.95681,38.93391,1836,3,9,6,200
08215,nj,-74.58153,39.58254,13822,11,20,9,81.8
08217,nj,-74.71847,39.57534,32,12,22,10,83.3
08221,nj,-74.57072,39.34337,2789,5,11,6,120
08223,nj,-74.65705,39.27017,5986,4,10,6,150
08224,nj,-74.45977,39.59857,443,9,19,10,111.1
08225,nj,-74.5408,39.36394,4323,5,11,6,120
08226,nj,-74.60096,39.26687,21293,3,8,5,166.7
08230,nj,-74.71742,39.21268,4000,5,11,6,120
08232,nj,-74.51488,39.38767,5991,5,10,5,100
08234,nj,-74.62377,39.38659,20535,7,15,8,114.3
08240,nj,-74.53175,39.4873,8,9,18,9,100
08241,nj,-74.48504,39.53291,899,8,16,8,100
08242,nj,-74.8888,39.01805,1738,2,7,5,250
08243,nj,-74.69558,39.15053,13734,3,8,5,166.7
08244,nj,-74.58802,39.31817,4592,5,11,6,120
08246,nj,-74.76581,39.18096,156,5,13,8,160
08247,nj,-74.78103,39.04924,6732,2,7,5,250
08248,nj,-74.65699,39.19543,1435,3,8,5,166.7
08251,nj,-74.92996,39.02797,12742,3,8,5,166.7
08260,nj,-74.83793,38.99498,23091,2,7,5,250
08270,nj,-74.79666,39.2716,15846,7,16,9,128.6
08302,nj,-75.26088,39.43949,18442,10,21,11,110
08310,nj,-74.89545,39.52712,2416,14,25,11,78.6
08311,nj,-75.21026,39.32745,2404,10,21,11,110
08312,nj,-75.08026,39.6613,3143,13,24,11,84.6
08314,nj,-74.94236,39.21734,754,7,15,8,114.3
08316,nj,-74.96124,39.27318,489,8,18,10,125
08317,nj,-74.82828,39.4041,943,11,22,11,100
08318,nj,-75.17638,39.5563,6012,14,25,11,78.6
08319,nj,-74.81688,39.36866,1112,10,20,10,100
08320,nj,-75.1606,39.38508,1,9,19,10,111.1
08321,nj,-75.14036,39.21888,599,9,20,11,122.2
08322,nj,-75.03517,39.61418,4784,14,25,11,78.6
08323,nj,-75.36608,39.3955,630,10,21,11,110
08324,nj,-74.99662,39.21676,781,7,16,9,128.6
08326,nj,-74.92827,39.53768,1000,14,25,11,78.6
08327,nj,-74.98493,39.24785,690,8,17,9,112.5
08328,nj,-75.05921,39.57843,873,15,26,11,73.3
08329,nj,-75.00192,39.27731,162,11,22,11,100
08330,nj,-74.74148,39.4761,33035,11,22,11,100
08332,nj,-75.02426,39.37703,22725,11,21,10,90.9
08340,nj,-74.87302,39.43609,2540,12,22,10,83.3
08341,nj,-74.95259,39.52549,767,13,24,11,84.6
08343,nj,-75.17052,39.64133,2571,14,25,11,78.6
08344,nj,-74.98482,39.56751,6656,14,26,12,85.7
08345,nj,-75.16528,39.28099,998,10,21,11,110
08346,nj,-74.85609,39.56302,1149,14,26,12,85.7
08348,nj,-74.97528,39.30748,220,11,22,11,100
08349,nj,-75.07128,39.27281,2030,10,20,10,100
08350,nj,-74.87832,39.49173,583,12,23,11,91.7
08352,nj,-75.12798,39.47573,210,11,21,10,90.9
08353,nj,-75.29696,39.45955,249,9,19,10,111.1
08360,nj,-75.00642,39.49428,14221,13,24,11,84.6
08361,nj,-74.95956,39.4489,6968,12,23,11,91.7
08401,nj,-74.45153,39.37808,12210,2,5,3,150
08402,nj,-74.50447,39.32682,6660,2,6,4,200
08403,nj,-74.53558,39.31936,1435,4,9,5,125
08406,nj,-74.48086,39.34196,4934,2,5,3,150
08501,nj,-74.55445,40.15563,2776,10,19,9,90
08502,nj,-74.6556,40.44826,3793,9,18,9,100
08505,nj,-74.73937,40.10462,6204,12,22,10,83.3
08510,nj,-74.42144,40.1905,2170,9,17,8,88.9
08511,nj,-74.55393,40.04304,371,12,21,9,75
08512,nj,-74.5266,40.32026,3306,9,17,8,88.9
08514,nj,-74.4964,40.13303,2093,10,18,8,80
08515,nj,-74.64588,40.11628,2009,11,21,10,90.9
08518,nj,-74.80269,40.11531,1350,12,22,10,83.3
08520,nj,-74.53161,40.25528,9526,9,17,8,88.9
08525,nj,-74.78328,40.39623,2365,8,16,8,100
08527,nj,-74.34995,40.10477,21948,10,18,8,80
08528,nj,-74.6187,40.3865,156,9,17,8,88.9
